"Dataset File","Collected","Variable","Label","Description"
"WHI Long Life Study Visits","WHI-LLS","EPESESPPB","EPESE short physical performance battery score","A continuous score (0-12) calculated as the sum of balance, chair stand, and gait speed scores.  See data prep document for details."
"Form 150 - Hormone Use Update WHI Extension","Ext1","ID","WHI Participant Common ID",""
"Form 150 - Hormone Use Update WHI Extension","Ext1","F150DAYS","F150 Days since randomization",""
"Form 150 - Hormone Use Update WHI Extension","Ext1","F150VTYP","Visit Type",""
"Form 150 - Hormone Use Update WHI Extension","Ext1","F150VY","Visit Year","Visit year for which this form was collected."
"Form 150 - Hormone Use Update WHI Extension","Ext1","F150VCLO","Closest to visit within visit type and year","For forms entered with the same visit type and year, indicates the one closest to that visit's target date. Valid for forms entered with an annual visit type."
"Form 150 - Hormone Use Update WHI Extension","Ext1","OSTPL_X","Used prescription osteoporosis meds","In the past year, have you used any medications that you get with a doctor's prescription to treat or prevent osteoporosis or other bone conditions? Examples are Fosamax, Miacalcin, and Actonel. (Do not include use of female hormones or selective estrogen receptor modulators (SERMS), such as raloxifene (Evista), which are covered in Question 2.)"
"Form 150 - Hormone Use Update WHI Extension","Ext1","OSTALND_X","Osteoporosis - Alendronate (Fosamax)","In the past year, which medications that you get with a doctor's prescription to treat or prevent osteoporosis or other bone conditions did you use? (Mark all that apply): Alendronate (Fosamax)"
"Form 150 - Hormone Use Update WHI Extension","Ext1","OSTCALC_X","Osteoporosis - Calcitonin (Miacalcin)","In the past year, which medications that you get with a doctor's prescription to treat or prevent osteoporosis or other bone conditions did you use? (Mark all that apply): Calcitonin (Miacalcin)"
"Form 150 - Hormone Use Update WHI Extension","Ext1","OSTRISED_X","Osteoporosis - Residronate (Actonel)","In the past year, which medications that you get with a doctor's prescription to treat or prevent osteoporosis or other bone conditions did you use? (Mark all that apply): Residronate (Actonel)"
"Form 150 - Hormone Use Update WHI Extension","Ext1","OSTPAMID_X","Osteoporosis - Pamidronate (Aredia)","In the past year, which medications that you get with a doctor's prescription to treat or prevent osteoporosis or other bone conditions did you use? (Mark all that apply): Pamidronate (Aredia)"
"Form 150 - Hormone Use Update WHI Extension","Ext1","OSTZOLEN_X","Osteoporosis - Zolendronate (Zometa)","In the past year, which medications that you get with a doctor's prescription to treat or prevent osteoporosis or other bone conditions did you use? (Mark all that apply): Zolendronate (Zometa)"
"Form 150 - Hormone Use Update WHI Extension","Ext1","OSTPTH_X","Osteoporosis - Parathyroid hormone (PTH,Forteo)","In the past year, which medications that you get with a doctor's prescription to treat or prevent osteoporosis or other bone conditions did you use? (Mark all that apply): Parathyroid hormone (PTH,Forteo)"
"Form 150 - Hormone Use Update WHI Extension","Ext1","OSTOTHER_X","Osteoporosis - Other medication","In the past year, which medications that you get with a doctor's prescription to treat or prevent osteoporosis or other bone conditions did you use? (Mark all that apply): Other"
"Form 150 - Hormone Use Update WHI Extension","Ext1","OSTDNTK_X","Osteoporosis - Don`t know medication","In the past year, which medications that you get with a doctor's prescription to treat or prevent osteoporosis or other bone conditions did you use? (Mark all that apply): Don't know"
"Form 150 - Hormone Use Update WHI Extension","Ext1","SRM_X","Used SERMs","In the past year, did you use any selective estrogen receptor modulators (SERMS)? (these may be prescribed to prevent osteoporosis and breast cancer and are sometimes called ""designer estrogens"". Examples are raloxifene [Evista] and tamoxifen [Nolvadex].)"
"Form 150 - Hormone Use Update WHI Extension","Ext1","SRMEVST_X","SERMs - Raloxifene (Evista)","In the past year, what SERMS did you take? (Mark all that apply.): Raloxifene (Evista)"
"Form 150 - Hormone Use Update WHI Extension","Ext1","SRMNOLV_X","SERMs - Tamoxifen (Nolvadex )","In the past year, what SERMS did you take? (Mark all that apply.): Tamoxifen (Nolvadex )"
"Form 150 - Hormone Use Update WHI Extension","Ext1","SRMOTHR_X","SERMS - Other","In the past year, what SERMS did you take? (Mark all that apply.): Other"
"Form 150 - Hormone Use Update WHI Extension","Ext1","SRMDNTK_X","SERMs - Don`t know","In the past year, what SERMs did you take? (Mark all that apply.): Don't know"
"Form 150 - Hormone Use Update WHI Extension","Ext1","NATHOR_X","Used non-prescription natural hormones","In the past year, did you use any ""natural"" hormones that you can get without a doctor's prescription? These are usually made from plants or herbs and often obtained from health food stores or by mail order. They may be in the form of a pill, vaginal cream or suppository, skin cream, or soy-enriched foods."
"Form 150 - Hormone Use Update WHI Extension","Ext1","YAMCRM_X","Natural - Wild yam cream","In the past year, what types of ""natural"" hormones have you used? (Do not include hormone preparations that need a doctor's prescription.) (Mark all that apply.): Wild yam cream"
"Form 150 - Hormone Use Update WHI Extension","Ext1","YAMPLS_X","Natural - Wild yam pills","In the past year, what types of ""natural"" hormones have you used? (Do not include hormone preparations that need a doctor's prescription.) (Mark all that apply.): Wild yam pills"
"Form 150 - Hormone Use Update WHI Extension","Ext1","PRGCRM_X","Natural - Progesterone cream","In the past year, what types of ""natural"" hormones have you used? (Do not include hormone preparations that need a doctor's prescription.) (Mark all that apply.): Progesterone cream"
"Form 150 - Hormone Use Update WHI Extension","Ext1","PRGSUP_X","Natural - Progesterone suppositories","In the past year, what types of ""natural"" hormones have you used? (Do not include hormone preparations that need a doctor's prescription.) (Mark all that apply.): Progesterone suppositories"
"Form 150 - Hormone Use Update WHI Extension","Ext1","DHEAPL_X","Natural - DHEA pills","In the past year, what types of ""natural"" hormones have you used? (Do not include hormone preparations that need a doctor's prescription.) (Mark all that apply.): DHEA pills (dehyroepiandrosterone)"
"Form 150 - Hormone Use Update WHI Extension","Ext1","PHYPLS_X","Natural - Phytoestrogen pills or powder","In the past year, what types of ""natural"" hormones have you used? (Do not include hormone preparations that need a doctor's prescription.) (Mark all that apply.): Phytoestrogen pills or powder (soy or flax)"
"Form 150 - Hormone Use Update WHI Extension","Ext1","PHYCRM_X","Natural - Phytoestrogen creams","In the past year, what types of ""natural"" hormones have you used? (Do not include hormone preparations that need a doctor's prescription.) (Mark all that apply.): Phytoestrogen creams (soy or flax)"
"Form 150 - Hormone Use Update WHI Extension","Ext1","PHYFDS_X","Natural - Phytoestrogen-enriched foods","In the past year, what types of ""natural"" hormones have you used? (Do not include hormone preparations that need a doctor's prescription.) (Mark all that apply.): Phytoestrogen-enriched foods (tofu, soybeans)"
"Form 150 - Hormone Use Update WHI Extension","Ext1","NTOTHR_X","Natural - Other","In the past year, what types of ""natural"" hormones have you used? (Do not include hormone preparations that need a doctor's prescription.) (Mark all that apply.): Other"
"Form 150 - Hormone Use Update WHI Extension","Ext1","NTDNTK_X","Natural - Don`t know","In the past year, what types of ""natural"" hormones have you used? (Do not include hormone preparations that need a doctor's prescription.) (Mark all that apply.): Don't know"
"Form 150 - Hormone Use Update WHI Extension","Ext1","HRPST1YR_X","Used prescription Estrogen or Progesterone","In the past year, did you use any female hormones (ESTROGEN or PROGESTERONE [also called PROGESTIN]) that were prescribed by a doctor? (These may have been in the form of a pill, skin patch, shot, cream, vaginal ring or suppository, or bio-identical compound.)"
"Form 150 - Hormone Use Update WHI Extension","Ext1","HRSYMPT_X","Estrogen or Progesterone - To treat symptoms","What were your reasons for taking this hormone (Estrogen or Progesterone) prescription? (Mark all that apply.): To treat symptoms"
"Form 150 - Hormone Use Update WHI Extension","Ext1","HRLOOKB_X","Estrogen or Progesterone - To look better","What were your reasons for taking this hormone (Estrogen or Progesterone) prescription? (Mark all that apply.): To look better"
"Form 150 - Hormone Use Update WHI Extension","Ext1","HRFEELB_X","Estrogen or Progesterone - To feel better","What were your reasons for taking this hormone (Estrogen or Progesterone) prescription? (Mark all that apply.): To feel better"
"Form 150 - Hormone Use Update WHI Extension","Ext1","HROSTPR_X","Estrogen or Progesterone - For osteoporosis","What were your reasons for taking this hormone (Estrogen or Progesterone) prescription? (Mark all that apply.): To treat or prevent osteoporosis"
"Form 150 - Hormone Use Update WHI Extension","Ext1","HRDIS_X","Estrogen or Progesterone - For other diseases","What were your reasons for taking this hormone (Estrogen or Progesterone) prescription? (Mark all that apply.): To treat or prevent other diseases"
"Form 150 - Hormone Use Update WHI Extension","Ext1","HRFAMAD_X","Estrogen or Progesterone - Advice from family","What were your reasons for taking this hormone (Estrogen or Progesterone) prescription? (Mark all that apply.): Advice from family or friend"
"Form 150 - Hormone Use Update WHI Extension","Ext1","HRHCPAD_X","Estrogen or Progesterone - Health care provider advice","What were your reasons for taking this hormone (Estrogen or Progesterone) prescription? (Mark all that apply.): Advice from health care provider"
"Form 150 - Hormone Use Update WHI Extension","Ext1","HRINTRN_X","Estrogen or Progesterone - Info on Internet","What were your reasons for taking this hormone (Estrogen or Progesterone) prescription? (Mark all that apply.): Information on the Internet (World Wide Web)"
"Form 150 - Hormone Use Update WHI Extension","Ext1","HRTEST_X","Estrogen or Progesterone - Results from test","What were your reasons for taking this hormone (Estrogen or Progesterone) prescription? (Mark all that apply.): Results from saliva, urine, or blood test"
"Form 150 - Hormone Use Update WHI Extension","Ext1","HRMEDIA_X","Estrogen or Progesterone - Info in media","What were your reasons for taking this hormone (Estrogen or Progesterone) prescription? (Mark all that apply.): Information in the media (for example, newspaper, magazine, or television)"
"Form 150 - Hormone Use Update WHI Extension","Ext1","HROTH_X","Estrogen or Progesterone - Other reason","What were your reasons for taking this hormone (Estrogen or Progesterone) prescription? (Mark all that apply.): Other reason"
"Form 150 - Hormone Use Update WHI Extension","Ext1","EPPLPA_X","Used prescription Estrogen+Progesterone","In the past year, did you use female hormones PILLS or PATCHES prescribed by a doctor containing both ESTROGEN and PROGESTERONE (PROGESTIN) COMBINED in the same pill, patch, package (for example, Prempro, Premphase), vaginal ring, or bio-identical compound? (Do not include the use of two separate estrogen or progesterone pills taken at the same time.)"
"Form 150 - Hormone Use Update WHI Extension","Ext1","EPPL_X","Used Estrogen+Progesterone pill combination","Did you use an Estrogen and Progesterone pill combination?"
"Form 150 - Hormone Use Update WHI Extension","Ext1","EPPLDUR_X","Months used Estrogen+Progesterone pill combo","For how many months did you use the Estrogen and Progesterone pill combination?"
"Form 150 - Hormone Use Update WHI Extension","Ext1","EPPA_X","Used Estrogen+Progesterone patch combination","Did you use an Estrogen and Progesterone patch combination?"
"Form 150 - Hormone Use Update WHI Extension","Ext1","EPPADUR_X","Months used Estrogen+Progesterone patch combo","For how many months did you use the Estrogen and Progesterone patch combination?"
"Form 150 - Hormone Use Update WHI Extension","Ext1","EPOTH_X","Used Estrogen+Progesterone other combination","Did you use some other Estrogen and Progesterone combination that was not a pill or patch?"
"Form 150 - Hormone Use Update WHI Extension","Ext1","EPOTHDUR_X","Months used Estrogen+Progesterone other combo","For how many months did you use the other (not pill or patch) Estrogen and Progesterone combination?"
"Form 150 - Hormone Use Update WHI Extension","Ext1","ETPL_X","Used prescription Estrogen+Testosterone pills","In the past year, did you use female hormone PILLS prescribed by a doctor containing both ESTROGEN and TESTOSTERONE COMBINED in the same pill (for example, Estratest)?"
"Form 150 - Hormone Use Update WHI Extension","Ext1","ETDUR_X","Months used Estrogen+Testosterone pills","In the past year, how many months did you use COMBINED female hormone pills containing both ESTROGEN and TESTOSTERONE?"
"Form 150 - Hormone Use Update WHI Extension","Ext1","ETTYPE_X","Type of Estrogen+Testosterone pills used longest","In the past year, what type of COMBINED ESTROGEN and TESTOSTERONE pills did you use longest?"
"Form 150 - Hormone Use Update WHI Extension","Ext1","E_X","Used prescription Estrogen","In the past year, did you use any ESTROGEN that was prescribed by a doctor (other than the combinations described in Questions 5 and 6)? (These may have been in the form of a pill, skin patch, shot, skin cream, bio-identical compound, or vaginal cream, ring, tablet, or suppository.)"
"Form 150 - Hormone Use Update WHI Extension","Ext1","EPL_X","Used oral Estrogen pill","Did you use an oral estrogen pill that you take by mouth?"
"Form 150 - Hormone Use Update WHI Extension","Ext1","EPLDUR_X","Months used oral Estrogen pills","For how many months did you use the oral estrogen pills?"
"Form 150 - Hormone Use Update WHI Extension","Ext1","EPLTYPE_X","Kind of Oral Estrogen pills taken","What kind of oral estrogen pills did you take? (Mark the one used the longest if you used more than one kind.)"
"Form 150 - Hormone Use Update WHI Extension","Ext1","EPCH_X","Used Estrogen skin patch","Did you use an estrogen skin patch?"
